,CBAP,CBBP,CBCP,CBDP,N2AP,N2BP,N2CP,N2DP
WBGene00005895,0,0,0,0,0,0,0,0
WBGene00195843,0,0,0,0,0,0,0,1
WBGene00195842,0,0,0,0,0,0,0,0
WBGene00195841,49,159,83,62,48,104,9,96
WBGene00195840,0,0,0,0,0,0,0,0
WBGene00195847,0,0,0,0,0,0,0,0
WBGene00195846,6,9,5,5,7,13,5,5
WBGene00195845,81,91,60,16,70,78,10,55
WBGene00195844,0,0,0,0,0,0,0,0
WBGene00195849,0,0,0,0,0,0,0,0
WBGene00195848,0,0,0,0,0,0,0,0
WBGene00003495,9,0,0,0,0,0,0,0
WBGene00169329,0,0,0,0,0,0,0,0
WBGene00003497,0,0,9,0,0,0,0,0
WBGene00171038,0,0,0,0,0,0,0,0
WBGene00171039,1,0,0,0,0,0,0,0
WBGene00171034,0,0,0,0,0,0,0,0
WBGene00174043,0,0,0,0,0,0,0,0
WBGene00174040,0,0,0,0,0,0,0,1
WBGene00174041,0,0,0,0,0,0,0,0
WBGene00171030,0,0,0,0,0,0,0,0
WBGene00174047,0,0,0,0,0,0,0,0
WBGene00174044,0,4,0,0,0,0,0,0
WBGene00171033,0,0,0,0,0,0,0,0
WBGene00011694,0,0,0,0,0,0,0,0
WBGene00200419,0,0,0,0,0,0,0,0
WBGene00200418,0,0,2,0,0,4,0,0
WBGene00200413,84,165,61,47,50,105,2,64
WBGene00200412,0,0,0,0,0,0,0,0
WBGene00200411,18,85,104,34,7,78,9,25
WBGene00200410,0,0,0,0,0,0,0,0
WBGene00200417,0,0,0,0,0,0,0,0
WBGene00200416,0,0,1,0,0,0,0,0
WBGene00200415,0,0,0,0,0,0,0,0
WBGene00200414,0,0,0,0,0,0,0,0
WBGene00013455,1,0,6,5,0,3,0,0
WBGene00013454,0,0,0,0,0,1,0,7
WBGene00013457,4,26,12,4,6,29,6,19
WBGene00013456,20,7,10,18,0,5,19,0
WBGene00013451,0,5,0,0,0,0,6,0
WBGene00013450,108,169,265,140,376,1691,62,661
WBGene00013453,37,55,25,20,20,118,11,58
WBGene00013452,70,77,63,44,212,292,36,134
WBGene00013459,0,0,0,1,0,0,0,0
WBGene00013458,2,6,1,3,7,1,0,14
WBGene00013189,969,2925,1148,1702,1194,6898,534,4451
WBGene00013188,256,617,452,373,140,804,0,530
WBGene00013187,230,1016,445,408,30,33,0,0
WBGene00013186,19,30,0,11,0,22,0,11
WBGene00013184,198,389,358,0,1134,3488,856,1430
WBGene00013182,0,0,0,0,0,0,0,0
WBGene00013181,0,0,0,0,0,0,0,0
WBGene00013180,0,0,0,0,432,2434,0,537
WBGene00185092,0,0,0,0,0,0,0,0
WBGene00201953,0,0,0,0,0,0,0,0
WBGene00201952,0,0,0,0,0,0,0,0
WBGene00170349,0,0,0,0,0,0,0,0
WBGene00170348,0,0,0,0,0,0,0,0
WBGene00170345,0,0,0,0,0,0,0,0
WBGene00170344,5,9,6,4,0,0,0,4
WBGene00170347,0,0,0,0,0,0,0,0
WBGene00170346,0,0,0,0,0,0,0,0
WBGene00170341,0,0,0,0,0,0,0,0
WBGene00170340,0,0,0,0,0,0,0,0
WBGene00170343,0,0,0,0,0,0,0,0
WBGene00009395,0,0,0,0,0,0,0,0
WBGene00185095,0,0,0,0,0,0,0,0
WBGene00012113,0,0,42,0,0,33,0,0
WBGene00201958,0,0,4,2,1,6,0,0
WBGene00196193,0,0,0,0,0,0,0,0
WBGene00255732,0,0,0,0,0,0,0,0
WBGene00012110,0,0,0,0,0,0,0,57
WBGene00006978,0,0,0,0,0,0,0,0
WBGene00006979,0,0,0,0,0,0,0,0
WBGene00006974,246,567,340,375,148,525,25,407
WBGene00006975,259,1459,1120,219,186,160,6,765
WBGene00006976,39,62,61,75,22,101,32,67
WBGene00006977,38,273,96,89,19,121,0,114
WBGene00006970,0,0,0,0,0,0,0,5
WBGene00006971,0,0,0,0,0,0,0,0
WBGene00044958,31,39,20,30,55,74,1,56
WBGene00044954,0,0,0,5,0,0,0,0
WBGene00044955,0,0,0,0,0,0,0,0
WBGene00044956,0,0,0,0,0,0,0,3
WBGene00044957,14,19,34,17,0,20,1,12
WBGene00010091,53,182,120,72,43,277,17,158
WBGene00044951,0,0,0,0,0,0,0,0
WBGene00044952,357,887,975,447,546,3107,46,771
WBGene00044953,0,0,0,0,0,0,0,0
WBGene00185096,0,0,0,0,0,0,0,0
WBGene00017604,0,0,0,0,0,0,0,0
WBGene00017605,105,331,179,178,120,551,16,308
WBGene00017606,1438,3158,2079,1814,1109,3805,262,2162
WBGene00017607,525,530,574,506,275,831,14,856
WBGene00017600,0,0,0,0,0,0,0,0
WBGene00017601,0,0,0,0,0,0,0,0
WBGene00017602,0,0,0,0,0,0,0,0
WBGene00017603,0,0,0,0,0,0,0,0
WBGene00017608,0,0,20,0,0,107,0,45
WBGene00017609,0,0,0,0,0,9,0,8
WBGene00010375,10,0,0,0,0,0,0,0
WBGene00010374,6,10,3,15,9,28,0,20
WBGene00010377,33,150,113,62,16,53,5,28
WBGene00010376,8,27,29,16,6,75,6,10
WBGene00010371,882,2426,1795,1031,791,2135,137,878
WBGene00010370,21,50,91,38,6,46,0,32
WBGene00010373,16,89,31,21,6,32,5,17
WBGene00010372,0,0,0,0,0,0,0,0
WBGene00010379,10,17,10,2,0,0,6,1
WBGene00010378,0,0,0,0,0,0,0,0
WBGene00198714,0,0,0,0,0,7,4,0
WBGene00198715,0,0,0,0,0,0,0,0
WBGene00198716,0,0,0,0,0,0,0,0
WBGene00195545,0,0,0,0,0,0,0,0
WBGene00198710,0,0,0,0,0,0,0,0
WBGene00198711,0,0,0,0,0,0,0,0
WBGene00198712,0,0,0,0,0,0,0,0
WBGene00198713,0,0,0,0,0,0,0,0
WBGene00198718,0,0,0,0,0,0,0,0
WBGene00198719,0,0,0,0,0,0,0,0
WBGene00195548,0,0,0,0,0,0,0,0
WBGene00200904,0,0,0,0,0,0,0,0
WBGene00166984,0,0,0,0,0,0,0,0
WBGene00166985,0,0,0,0,5,0,0,0
WBGene00166986,0,0,0,0,0,0,0,0
WBGene00166987,0,0,0,0,0,0,0,0
WBGene00166980,0,0,0,0,0,0,0,0
WBGene00166981,0,0,0,0,0,0,0,0
WBGene00166982,0,0,0,0,0,0,0,0
WBGene00020544,13,0,0,12,11,14,0,7
WBGene00200906,0,0,0,3,0,0,0,0
WBGene00166988,0,0,0,0,0,0,0,0
WBGene00166989,0,0,0,0,4,0,0,0
WBGene00020546,619,1415,1002,632,0,0,0,22
WBGene00020541,0,0,0,10,10,50,0,23
WBGene00020540,309,729,469,357,88,215,10,70
WBGene00195093,385,989,575,504,374,1411,162,1022
WBGene00219442,0,0,0,0,0,0,0,0
WBGene00047709,0,0,0,0,0,0,0,0
WBGene00219446,0,3,0,0,0,1,0,0
WBGene00219447,3,3,1,1,0,2,0,0
WBGene00219444,0,30,5,0,0,27,0,0
WBGene00219445,0,4,2,2,0,0,0,0
WBGene00047700,0,0,0,0,0,0,0,0
WBGene00047701,0,2,1,0,0,2,0,0
WBGene00047702,0,0,0,0,0,0,0,0
WBGene00047703,0,0,0,0,0,0,0,0
WBGene00047704,0,0,0,0,0,0,0,0
WBGene00047705,0,0,0,0,0,0,0,0
WBGene00047706,0,0,0,0,0,0,0,0
WBGene00047707,0,0,0,0,0,0,0,0
WBGene00002208,44,127,101,74,0,63,0,117
WBGene00201735,0,8,0,0,0,0,0,0
WBGene00201734,6,10,3,3,2,8,2,7
WBGene00201737,0,0,0,0,0,0,0,0
WBGene00201736,0,0,0,0,0,0,0,0
WBGene00201731,0,0,0,0,0,0,0,0
WBGene00201730,0,0,0,0,0,0,0,0
WBGene00201733,0,0,10,0,0,0,0,0
WBGene00201732,0,0,0,0,0,0,0,0
WBGene00201739,0,0,0,0,0,0,0,0
WBGene00201738,0,0,0,0,0,0,0,0
WBGene00006783,0,0,0,0,0,0,0,0
WBGene00006782,0,0,0,0,0,0,0,0
WBGene00198549,0,0,0,0,0,0,0,0
WBGene00006781,208,473,246,200,56,431,27,166
WBGene00198548,0,0,0,0,0,1,0,0
WBGene00002201,41,76,64,82,49,198,0,88
WBGene00011139,28,75,0,50,78,0,0,160
WBGene00011134,2,6,8,9,0,0,0,0
WBGene00002206,44,133,140,94,45,232,0,115
WBGene00011136,0,0,0,0,0,0,0,0
WBGene00011137,0,0,0,0,0,0,0,0
WBGene00011130,0,0,0,0,0,0,0,0
WBGene00011131,181,402,501,298,666,1569,158,460
WBGene00011132,8,37,118,34,0,0,0,0
WBGene00006786,12,29,19,10,0,0,0,13
WBGene00168722,0,0,0,0,0,0,0,0
WBGene00168723,0,0,0,0,0,0,0,0
WBGene00168720,0,0,0,0,0,0,0,0
WBGene00168721,0,0,1,2,0,0,1,0
WBGene00168726,1,0,0,0,0,0,0,3
WBGene00006785,65,163,168,124,46,297,16,75
WBGene00168724,0,0,0,0,0,0,0,0
WBGene00168725,0,0,0,0,0,0,0,0
WBGene00168728,0,0,0,0,0,0,0,0
WBGene00168729,0,0,0,0,0,0,0,0
WBGene00168867,0,0,0,0,0,0,3,0
WBGene00198546,0,0,0,0,0,0,0,0
WBGene00235175,95,217,79,197,36,63,11,12
WBGene00235179,5,3,3,0,3,3,0,3
WBGene00198540,0,0,0,0,0,0,0,0
WBGene00198543,0,0,0,0,1,0,0,0
WBGene00198542,0,0,0,5,0,5,0,0
WBGene00050898,0,0,0,0,0,0,0,0
WBGene00050335,0,0,0,0,0,0,0,0
WBGene00050334,0,0,0,0,0,0,0,0
WBGene00050337,1,0,0,0,0,0,0,0
WBGene00235289,0,0,0,0,0,0,0,0
WBGene00050331,0,0,0,0,0,0,0,0
WBGene00050330,0,0,0,0,0,0,0,0
WBGene00050333,0,0,8,0,0,0,0,5
WBGene00050332,0,0,0,0,0,0,0,0
WBGene00235282,0,0,0,0,0,0,0,0
WBGene00235283,0,0,0,0,0,0,0,0
WBGene00235280,0,0,0,0,0,0,0,0
WBGene00235281,29,89,70,36,52,224,32,112
WBGene00050339,0,0,0,0,0,0,0,0
WBGene00235287,0,0,0,0,0,0,0,0
WBGene00235284,0,0,0,0,0,0,0,0
WBGene00235285,0,0,0,0,0,0,0,0
WBGene00049069,1,1,0,1,0,0,0,0
WBGene00049068,0,3,0,0,0,0,0,0
WBGene00049067,0,0,0,0,0,0,0,0
WBGene00049066,0,0,0,0,0,0,0,0
WBGene00049065,0,0,0,0,0,0,0,0
WBGene00049064,9,48,27,7,3,5,2,2
WBGene00049063,0,0,0,0,0,0,0,0
WBGene00049062,0,0,0,0,0,0,0,0
WBGene00049061,0,0,0,0,0,0,0,0
WBGene00049060,0,0,0,0,0,0,0,0
WBGene00001878,214,266,155,76,179,701,69,368
WBGene00001879,42,94,111,37,48,69,35,55
WBGene00046949,0,0,0,0,0,0,0,0
WBGene00046948,0,0,0,0,0,0,0,0
WBGene00046945,0,0,0,0,0,0,0,0
WBGene00022876,0,0,0,0,0,0,0,0
WBGene00022875,1,5,7,1,1,9,0,1
WBGene00022874,0,0,0,0,0,0,0,0
WBGene00022873,0,0,0,0,0,0,0,14
WBGene00022872,0,0,0,0,0,0,0,0
WBGene00022871,0,0,0,0,0,0,0,0
WBGene00046942,0,0,0,0,0,0,0,4
WBGene00012449,0,0,0,2,0,0,0,0
WBGene00012448,0,0,0,0,0,6,0,4
WBGene00012445,33,198,32,71,226,693,0,133
WBGene00012444,0,0,4,0,0,0,0,0
WBGene00012446,0,0,0,0,0,0,0,0
WBGene00012441,0,0,0,0,0,0,0,0
WBGene00012440,0,0,0,0,0,0,0,0
WBGene00012443,0,0,9,0,0,0,0,0
WBGene00012442,0,0,0,0,0,0,0,0
WBGene00049399,0,0,0,0,0,0,0,0
WBGene00049398,0,0,0,0,0,0,0,0
WBGene00049391,0,0,0,0,0,0,0,0
WBGene00049390,0,0,0,0,0,0,0,0
WBGene00049393,0,0,0,0,0,0,0,0
WBGene00049392,0,0,0,0,0,0,0,0
WBGene00049395,0,0,0,0,0,0,0,0
WBGene00049394,0,0,0,0,0,0,0,0
WBGene00049397,0,0,0,0,0,0,0,0
WBGene00049396,0,0,0,0,0,0,0,0
WBGene00019777,5,0,0,0,17,25,0,13
WBGene00219206,0,0,0,0,0,0,0,0
WBGene00007785,263,375,382,223,104,370,0,216
WBGene00048628,0,0,0,1,0,0,0,0
WBGene00003268,0,0,0,0,0,0,0,2
WBGene00170870,0,0,0,0,0,0,0,0
WBGene00197922,0,0,0,0,0,0,0,0
WBGene00197923,0,0,0,0,0,0,0,6
WBGene00197920,0,0,0,0,0,0,0,0
WBGene00197921,3,1,3,0,0,4,0,5
WBGene00197926,2,5,5,4,8,4,0,0
WBGene00197927,0,0,0,1,0,0,0,0
WBGene00197924,0,0,0,0,0,0,0,0
WBGene00197925,0,0,0,0,0,0,0,0
WBGene00197928,0,0,0,0,0,0,0,0
WBGene00197929,0,0,0,0,0,0,0,0
WBGene00048622,0,5,1,2,0,0,0,0
WBGene00049939,0,0,0,0,0,0,0,0
WBGene00049938,0,0,0,0,0,0,0,0
WBGene00196039,28,99,120,28,11,65,6,23
WBGene00003262,4094,5072,2277,1428,3189,2727,851,3628
WBGene00196037,0,0,0,0,0,0,0,0
WBGene00166516,0,0,0,0,0,0,0,0
WBGene00196035,0,0,0,0,0,0,0,0
WBGene00049936,0,3,3,1,0,2,0,0
WBGene00166513,0,0,0,0,0,0,0,0
WBGene00196032,0,0,0,0,0,0,0,0
WBGene00196031,0,0,0,0,0,0,0,0
WBGene00166510,0,0,0,0,0,0,0,0
WBGene00019597,17,0,0,402,0,0,0,0
WBGene00019594,30,52,58,8,54,142,24,54
WBGene00003260,0,0,0,0,0,0,0,0
WBGene00019592,0,0,7,0,34,169,0,55
WBGene00019593,0,0,0,0,102,355,7,89
WBGene00019590,0,0,0,0,0,0,0,0
WBGene00019591,993,1702,2019,1086,5,74,16,35
WBGene00048626,0,0,0,0,0,0,0,0
WBGene00019598,4216,10177,7790,6155,1046,4498,344,1959
WBGene00048627,0,0,0,0,0,0,0,0
WBGene00044547,0,0,0,0,0,0,0,0
WBGene00044546,0,0,0,0,0,0,0,0
WBGene00044545,0,0,0,0,0,0,0,0
WBGene00044544,0,0,0,0,0,0,0,0
WBGene00044543,0,0,0,0,0,0,0,0
WBGene00007966,824,1670,1235,2847,303,7288,106,3126
WBGene00044541,4871,7897,6032,3745,4734,8888,4106,7737
WBGene00003264,1,4,0,2,0,2,0,2
WBGene00044549,0,0,0,0,0,0,0,0
WBGene00044548,0,0,0,0,0,0,0,0
WBGene00001703,0,0,0,0,0,0,0,0
WBGene00021757,0,0,0,0,0,0,0,0
WBGene00021756,50,262,32,55,19,128,0,77
WBGene00021755,0,0,0,0,0,0,0,0
WBGene00021754,172,271,205,200,161,353,17,298
WBGene00021753,40,99,76,81,51,172,48,87
WBGene00021752,11,45,32,33,20,70,1,16
WBGene00021751,266,807,440,384,459,1893,158,863
WBGene00021750,534,575,705,231,529,731,95,365
WBGene00021759,0,45,0,0,0,29,0,0
WBGene00021758,0,0,0,0,0,0,0,0
WBGene00005496,0,0,0,0,0,0,0,0
WBGene00005497,0,0,0,0,12,0,0,22
WBGene00009775,0,0,0,0,0,0,0,0
WBGene00009774,0,0,0,0,0,0,0,0
WBGene00016218,0,0,0,0,0,0,0,0
WBGene00016219,0,0,0,0,0,0,0,0
WBGene00009773,0,0,0,0,0,0,0,4
WBGene00016216,0,0,14,0,60,111,0,173
WBGene00016217,0,0,0,0,0,0,0,0
WBGene00016210,0,0,0,0,0,0,0,0
WBGene00016211,0,0,0,36,46,0,0,41
WBGene00016212,0,0,0,0,0,0,0,0
WBGene00009772,296,351,208,308,86,434,71,407
WBGene00011208,0,0,0,0,0,0,0,0
WBGene00017169,0,0,0,34,0,61,0,27
WBGene00017168,0,0,0,0,0,0,0,0
WBGene00017165,0,0,0,0,0,34,0,12
WBGene00017164,0,0,0,0,0,0,0,0
WBGene00017166,467,933,635,447,424,670,83,638
WBGene00017161,93,126,28,55,32,116,23,115
WBGene00017160,0,0,0,0,0,0,0,0
WBGene00017163,166,430,147,207,86,337,85,212
WBGene00017162,154,358,180,211,94,567,95,265
WBGene00050498,0,0,0,2,0,0,0,0
WBGene00050499,0,0,0,0,0,0,0,0
WBGene00005498,0,0,0,0,0,0,0,0
WBGene00050490,0,0,0,0,0,0,0,1
WBGene00050491,0,2,0,0,1,0,0,0
WBGene00050492,0,0,0,0,0,0,0,0
WBGene00050493,0,0,0,0,0,0,0,0
WBGene00050494,1,0,1,0,0,0,0,0
WBGene00050495,0,0,0,0,0,0,0,0
WBGene00050496,0,0,0,0,0,0,0,0
WBGene00050497,0,0,0,0,0,0,0,0
WBGene00004727,0,88,17,21,28,0,0,69
WBGene00018831,8,41,40,147,0,0,0,49
WBGene00004726,455,1069,553,493,220,910,168,690
WBGene00045940,0,0,0,0,0,0,0,0
WBGene00200607,0,0,0,0,0,0,0,0
WBGene00004723,89,231,60,98,25,138,0,178
WBGene00200604,0,0,0,0,0,0,0,0
WBGene00167396,0,0,0,0,0,0,0,0
WBGene00167397,0,0,0,0,0,0,0,0
WBGene00167394,0,0,1,0,0,0,0,0
WBGene00167395,3,0,0,0,0,0,0,0
WBGene00167392,0,0,0,0,0,0,0,0
WBGene00167393,0,0,0,0,0,0,0,0
WBGene00167390,0,0,0,0,0,0,0,0
WBGene00167391,0,0,0,0,0,0,0,0
WBGene00045944,0,0,0,0,0,0,0,0
WBGene00167398,0,0,0,0,0,0,0,0
WBGene00167399,0,0,0,0,0,0,0,0
WBGene00200600,0,0,0,0,0,0,0,0
WBGene00045947,0,0,0,0,0,0,0,0
WBGene00001705,5,7,27,3,1840,4142,480,1819
WBGene00004729,0,55,31,31,0,72,7,0
WBGene00049569,0,0,0,0,0,0,0,0
WBGene00047672,0,0,0,0,0,0,0,0
WBGene00019123,0,0,0,0,0,0,0,0
WBGene00219579,0,0,0,1,2,0,0,2
WBGene00019122,16,0,61,12,4902,12441,582,6645
WBGene00202450,0,0,0,0,0,0,0,0
WBGene00019121,22,43,48,29,46,198,0,108
WBGene00019120,20,13,12,20,31,107,0,43
WBGene00019127,0,7,3,3,14,47,2,22
WBGene00045177,0,0,0,0,0,0,0,0
WBGene00019126,3212,5493,3591,3438,886,3234,309,1950
WBGene00004929,8,4,20,15,39,30,0,48
WBGene00004928,0,0,20,12,0,63,0,0
WBGene00199106,0,0,3,0,0,0,0,0
WBGene00019125,0,0,0,0,0,0,0,0
WBGene00004921,0,0,0,0,0,0,0,0
WBGene00004920,0,0,0,0,0,0,0,0
WBGene00004923,336,407,364,237,191,90,0,94
WBGene00004922,29,0,0,0,0,40,0,17
WBGene00004925,0,0,0,0,0,0,0,0
WBGene00004924,0,0,0,0,0,0,0,0
WBGene00004927,68,0,153,51,0,474,0,61
WBGene00004926,16,48,56,11,33,344,34,85
WBGene00166542,0,0,0,0,0,0,0,0
WBGene00023283,0,0,0,0,0,0,0,0
WBGene00023282,0,0,0,0,0,0,0,0
WBGene00171238,0,0,0,0,0,0,0,0
WBGene00171239,0,0,0,2,0,0,0,0
WBGene00023287,31,73,69,35,58,191,20,80
WBGene00023285,0,0,0,0,0,0,0,0
WBGene00023284,1587,2771,1929,1376,3157,8189,826,4526
WBGene00171232,0,0,0,0,0,0,0,0
WBGene00171233,0,0,0,0,0,0,0,0
WBGene00023289,0,0,0,0,0,0,0,0
WBGene00171231,0,0,1,2,0,0,0,0
WBGene00171236,0,0,0,0,0,0,0,0
WBGene00171237,0,0,0,0,0,0,0,0
WBGene00171234,0,0,0,0,0,0,2,0
WBGene00171235,0,0,0,0,0,0,0,0
WBGene00011200,886,1408,1894,631,144,0,183,0
WBGene00009862,33,25,18,37,10,140,0,81
WBGene00009861,4,49,0,0,27,154,13,112
WBGene00009860,0,0,0,0,0,0,0,0
WBGene00009867,29,76,75,76,288,685,70,337
WBGene00009866,205,477,547,320,768,2192,227,792
WBGene00009865,0,96,56,0,0,0,0,0
WBGene00009864,0,0,0,0,0,0,0,0
WBGene00009869,0,0,0,0,0,0,0,0
WBGene00009868,0,0,0,0,0,0,0,0
WBGene00044012,0,0,0,0,0,0,0,0
WBGene00011201,115,0,0,0,0,317,0,0
WBGene00020906,12,27,21,0,1,0,0,0
WBGene00171584,0,5,0,0,0,0,0,4
WBGene00171585,0,0,0,0,0,0,0,0
WBGene00171586,0,0,0,0,0,0,0,0
WBGene00171587,0,0,0,0,0,0,0,0
WBGene00171580,0,0,0,0,0,0,0,0
WBGene00171581,0,0,0,0,2,0,0,2
WBGene00171582,0,0,0,0,0,0,0,0
WBGene00171583,0,0,0,0,0,0,0,0
WBGene00171588,0,0,0,0,0,0,0,0
WBGene00171589,0,0,0,0,0,0,0,0
WBGene00199629,0,0,0,0,0,0,0,0
WBGene00048255,0,0,0,0,0,0,0,0
WBGene00045172,0,0,0,0,9,0,0,0
WBGene00169768,0,0,0,0,0,0,0,0
WBGene00170189,0,0,0,0,0,0,0,0
WBGene00170188,0,0,0,0,0,0,0,0
WBGene00170183,0,0,0,0,0,0,0,0
WBGene00170182,0,4,6,0,0,0,0,0
WBGene00170181,0,0,0,0,0,0,0,0
WBGene00170180,0,0,0,0,0,0,0,0
WBGene00170187,0,0,0,0,0,0,0,0
WBGene00170186,0,0,0,0,0,0,0,0
WBGene00170185,0,0,0,0,0,0,0,0
WBGene00170184,0,0,0,0,0,0,0,0
WBGene00199627,0,0,0,0,0,0,0,0
WBGene00199626,0,0,1,0,0,0,0,0
WBGene00007579,0,0,0,0,0,0,0,0
WBGene00007578,18963,29894,31145,13396,8920,27843,1404,15097
WBGene00045236,0,0,0,0,0,0,0,0
WBGene00007573,18,0,21,0,0,61,0,0
WBGene00007572,0,0,0,0,0,0,0,0
WBGene00007571,0,0,0,0,0,0,0,0
WBGene00007570,0,0,0,0,0,0,0,0
WBGene00007577,21,194,129,55,23,31,0,96
WBGene00007576,0,14,0,37,12,0,0,0
WBGene00007574,0,0,0,8,0,0,0,0
WBGene00202313,0,0,0,0,0,0,0,0
WBGene00049935,0,0,0,0,0,0,0,0
WBGene00202310,0,0,0,0,0,0,0,0
WBGene00077619,0,0,0,0,0,0,0,0
WBGene00077618,0,0,0,0,0,0,0,0
WBGene00006198,0,0,0,0,0,0,0,0
WBGene00006199,0,0,0,0,0,0,0,0
WBGene00006196,0,0,0,0,0,0,0,0
WBGene00006197,0,0,0,0,0,0,0,0
WBGene00006194,0,0,0,0,0,0,0,0
WBGene00006195,0,0,0,0,0,0,0,0
WBGene00006192,0,0,0,0,0,0,0,0
WBGene00006193,0,0,0,0,0,0,0,0
WBGene00077613,0,9,0,1,0,13,0,0
WBGene00006191,0,0,0,0,0,0,0,0
WBGene00199263,0,0,0,0,0,0,0,0
WBGene00165331,27,87,59,12,6,76,0,18
WBGene00006228,0,0,0,0,0,0,0,0
WBGene00006229,0,0,0,0,0,0,0,0
WBGene00044663,0,0,0,0,0,0,0,0
WBGene00006220,0,0,0,0,0,0,0,0
WBGene00006221,0,0,0,0,0,0,0,0
WBGene00006222,0,0,0,0,0,0,0,0
WBGene00006223,0,0,0,0,0,0,0,0
WBGene00006224,0,0,0,0,0,0,0,0
WBGene00006225,0,0,0,0,0,0,0,0
WBGene00006226,0,0,0,0,0,0,0,0
WBGene00006227,0,0,0,0,0,0,0,0
WBGene00015205,0,0,0,0,0,0,0,0
WBGene00011523,0,0,0,0,0,0,0,0
WBGene00044666,0,0,0,0,0,0,0,0
WBGene00044667,0,0,0,0,0,0,0,0
WBGene00047546,0,0,0,0,0,0,0,0
WBGene00047547,0,2,0,4,0,4,11,3
WBGene00047544,0,0,0,0,0,0,0,1
WBGene00047545,0,8,12,5,0,4,0,0
WBGene00047542,0,0,0,0,0,0,0,0
WBGene00047543,0,0,0,1,0,0,0,0
WBGene00047540,0,0,0,0,0,0,0,0
WBGene00047541,0,0,0,0,0,0,0,0
WBGene00047548,2,2,5,3,3,0,0,0
WBGene00047549,0,0,0,0,0,0,0,0
WBGene00011522,0,0,1,2,0,0,0,0
WBGene00165337,0,0,0,0,0,0,0,0
WBGene00015530,0,0,0,0,0,0,0,0
WBGene00018973,0,0,0,0,0,0,0,0
WBGene00018972,0,0,0,0,0,0,0,0
WBGene00009418,0,0,0,0,52,55,0,19
WBGene00009419,0,0,0,0,3,21,0,0
WBGene00018976,17,0,7,0,8,12,0,0
WBGene00018975,291,588,299,340,133,493,50,481
WBGene00018974,58,122,109,38,52,70,0,40
WBGene00009412,22,54,123,0,68,76,8,73
WBGene00009413,0,0,0,0,0,0,0,0
WBGene00009410,0,0,0,0,0,0,0,0
WBGene00009411,0,0,0,0,0,0,0,0
WBGene00009416,56,0,52,100,121,203,24,161
WBGene00009417,0,0,0,0,0,22,0,0
WBGene00009414,0,0,0,0,0,0,0,0
WBGene00009415,0,43,12,0,0,0,0,0
WBGene00173515,0,0,0,0,0,0,0,0
WBGene00173514,0,0,0,0,0,0,0,0
WBGene00173517,0,0,0,0,0,0,0,0
WBGene00173516,0,0,0,0,0,0,0,0
WBGene00173511,0,0,0,0,0,0,0,0
WBGene00173510,5,15,2,1,2,3,4,3
WBGene00173513,0,4,0,0,2,0,0,1
WBGene00001169,11,168,127,92,23,110,108,61
WBGene00001166,45,257,104,127,126,177,24,251
WBGene00001167,276,503,398,297,292,1644,52,436
WBGene00001164,0,0,0,0,0,0,0,0
WBGene00001165,0,0,10,0,2,0,0,0
WBGene00173519,2,1,2,0,4,3,0,3
WBGene00001163,0,0,0,0,0,0,0,0
WBGene00001160,293,514,455,388,108,694,40,394
WBGene00001161,214,606,453,356,204,638,50,241
WBGene00047090,0,0,0,0,0,0,0,0
WBGene00047091,0,17,5,1,0,0,0,0
WBGene00047092,0,0,0,0,0,0,0,0
WBGene00047093,0,0,0,0,0,0,0,0
WBGene00047094,0,0,0,0,0,0,0,0
WBGene00047095,0,0,0,0,4,0,0,2
WBGene00047096,0,0,0,0,0,0,0,0
WBGene00047097,0,0,0,1,0,0,0,0
WBGene00047098,6,0,0,0,0,0,0,0
WBGene00047099,0,0,0,0,0,0,0,0
WBGene00011338,256,682,447,360,209,517,30,612
WBGene00011339,0,0,0,0,0,0,0,0
WBGene00200847,0,0,0,0,0,0,23,0
WBGene00011333,2207,4648,2839,3246,1752,5899,628,4173
WBGene00011330,0,58,0,0,0,34,0,0
WBGene00011331,0,0,0,0,0,0,0,0
WBGene00011336,0,10,0,0,0,0,0,16
WBGene00011337,5,0,0,0,0,10,0,7
WBGene00011334,329,912,636,520,212,945,70,428
WBGene00011335,0,0,0,0,0,0,0,20
WBGene00046072,0,0,0,3,0,0,0,0
WBGene00170969,0,0,0,0,0,0,0,0
WBGene00170968,0,0,0,0,0,0,0,0
WBGene00170965,0,0,0,0,0,0,0,0
WBGene00170964,0,0,0,0,0,0,0,0
WBGene00170967,0,0,0,0,0,0,0,0
WBGene00170966,0,0,0,0,0,0,0,0
WBGene00170961,0,0,1,2,0,8,0,0
WBGene00170960,0,0,0,0,0,0,0,0
WBGene00170963,0,0,0,0,0,0,0,0
WBGene00170962,0,0,0,0,0,0,0,0
WBGene00014674,3,0,1,0,3,16,7,3
WBGene00014675,0,0,0,0,0,0,0,0
WBGene00014676,0,0,0,0,0,0,0,0
WBGene00014677,0,0,0,0,0,0,0,0
WBGene00014670,0,0,0,0,0,4,0,0
WBGene00014671,0,0,0,0,0,0,0,0
WBGene00014672,1172,1321,2291,714,756,2075,280,968
WBGene00014673,0,0,0,0,0,0,0,0
WBGene00014678,0,0,7,0,0,0,0,2
WBGene00014679,0,0,0,0,0,0,0,0
WBGene00015105,0,966,0,570,0,1879,0,1287
WBGene00015104,302,696,288,322,160,808,0,490
WBGene00015107,0,0,0,0,0,0,0,0
WBGene00018354,0,0,0,0,0,0,0,0
