,CBAP,CBBP,CBCP,CBDP,N2AP,N2BP,N2CP,N2DP
R05A10.29,0,2,1,0,0,2,0,0
C46G7.49,0,0,0,0,0,0,0,0
C46G7.48,0,0,0,0,0,0,0,0
R08E3.11,0,0,0,0,0,0,0,0
ZC204.4b,0,0,0,0,0,0,0,0
T28C12.5,0,0,0,0,0,0,0,0
F44D12.1a,5,15,0,0,7,11,0,2
Y113G7C.1,150,381,326,152,144,360,39,148
Y113G7C.2,0,0,0,0,0,0,0,0
F44D12.1b,0,0,0,0,0,0,0,0
C14A4.4b,45,88,99,69,17,204,30,118
C26C6.3,561,1502,1920,1017,70,265,32,168
C26C6.2,17,19,35,6,0,113,0,17
C26G2.10,0,0,0,0,0,0,0,0
C28D4.10b,0,0,0,0,0,0,0,0
C28D4.10a,0,0,0,0,0,0,0,0
C26C6.6,0,0,0,0,0,0,0,0
C26C6.9,0,0,0,0,0,0,0,0
C26C6.8,0,0,0,0,0,0,0,0
ZK742.7.1,0,0,0,0,0,0,0,0
ZK742.7.2,0,0,0,0,0,0,0,0
K09G1.6,0,0,0,0,0,0,0,0
K09G1.5,0,0,0,0,0,0,0,0
F39C12.3a,0,0,0,0,0,0,0,0
F16B3.3a,0,0,0,0,0,0,0,0
K09G1.2,0,0,0,12,0,0,0,14
F16B3.3b,0,0,0,0,0,0,0,0
C09G5.8b,0,0,0,0,0,0,0,0
R03E9.3b,0,0,0,0,0,0,0,0
Y73B6BL.275,0,0,0,0,0,0,0,0
C14A4.4a,0,0,0,0,0,0,0,0
F35H10.4.3,0,0,0,0,0,0,0,0
C46G7.4r,0,0,0,0,0,0,0,0
F35H10.4.1,0,0,0,0,0,0,0,0
C46G7.4p,0,0,0,0,0,0,0,0
C02B10.30,0,0,0,0,0,0,0,0
C02B10.31,0,0,0,0,0,0,0,0
C02B10.32,0,0,0,0,0,0,0,0
C46G7.4t,0,0,0,0,0,0,0,0
F44D12.15,0,0,0,0,0,0,0,0
F44D12.14,0,0,0,0,0,0,4,6
F44D12.17,0,0,0,0,0,0,0,0
F44D12.16,0,0,0,0,0,0,0,0
F44D12.11,13,0,0,0,0,0,0,16
F44D12.10,0,0,0,0,0,0,0,0
F44D12.13,0,0,0,0,0,0,0,0
Y44A6D.3c,0,0,0,0,0,0,0,0
C46G7.4c,0,0,0,0,0,0,0,0
C46G7.4b,0,0,0,0,0,0,0,0
C46G7.4a,1,13,10,3,4,6,1,22
Y9C9A.39,0,0,0,0,0,0,0,0
C46G7.4g,0,0,0,0,0,0,0,0
C46G7.4f,0,0,0,0,0,0,0,0
C46G7.4e,0,0,0,0,0,0,0,0
C46G7.4d,0,0,0,0,0,0,0,0
C46G7.4k,0,0,0,0,0,0,0,0
C46G7.4j,0,0,0,0,0,0,0,0
C46G7.4i,0,0,0,0,0,0,0,0
C46G7.4h,0,0,0,0,0,0,0,0
Y9C9A.36,0,0,0,0,0,0,0,0
C46G7.4n,0,0,0,0,0,0,0,0
C46G7.4m,0,0,0,0,0,0,0,0
C46G7.4l,0,0,0,0,0,0,0,0
F42G8.16,0,0,0,0,1,2,1,0
F42G8.17,0,0,0,0,0,0,0,0
F42G8.14,0,0,0,0,0,0,0,0
F42G8.15,0,0,0,0,0,0,0,0
F42G8.12,0,0,69,0,0,58,0,96
F42G8.13,0,0,0,0,0,0,0,0
F42G8.11,1,0,37,0,0,0,0,24
T01H10.1,0,0,0,0,0,0,0,0
F42G8.18,0,14,3,0,4,15,0,5
PAR2.4a,0,0,0,0,0,0,0,0
T03D8.6a,0,0,0,0,0,0,0,0
F10F2.10,0,0,0,0,0,0,0,0
T06F4.1b,0,0,0,1,0,0,0,0
C39E9.8d.1,0,0,0,0,0,0,0,0
C39E9.8d.2,0,0,0,0,0,0,0,0
T03D8.6b,479,566,117,594,51,1404,34,146
C02F12.5,0,0,0,0,0,0,0,0
Y38H6C.1b.4,0,0,0,0,0,0,0,0
F01F1.11,0,0,0,0,0,34,0,12
F01F1.14,0,0,0,0,0,0,0,0
F01F1.16,0,0,0,0,0,0,0,0
C18D11.6,0,0,0,0,0,0,0,0
Y38H6C.1b.6,0,0,0,0,0,0,0,0
C18D11.1,0,0,200,179,600,1048,0,828
C18D11.2,1947,3445,3750,1733,1959,9494,624,3785
B0513.1a,13,0,0,4,0,15,0,13
B0513.1b,0,0,0,0,0,0,0,0
B0513.1c,0,0,0,0,0,0,0,0
Y105C5A.1258,0,0,0,0,0,0,0,0
C46H11.13,0,0,0,0,0,0,0,0
F25H2.5.4,288,360,411,286,223,588,116,328
F25H2.5.3,0,0,0,0,0,0,0,0
F25H2.5.2,0,0,0,0,0,0,0,0
F25H2.5.1,0,0,0,0,0,0,0,0
C05A9.6,0,0,0,0,0,0,0,0
K12C11.3c,0,0,0,0,0,0,0,0
K12C11.3b,0,0,0,0,0,0,0,0
K12C11.3a,0,0,0,0,0,0,0,0
F52D4.34,0,0,0,0,0,0,0,0
Y102E9.1a.4,0,0,0,0,0,0,0,0
Y102E9.1a.3,0,0,0,0,0,0,0,0
Y102E9.1a.2,0,0,0,0,0,0,0,0
Y102E9.1a.1,0,0,0,0,0,0,0,0
F52D4.31,0,0,0,0,0,0,0,0
F01F1.1a,9,28,0,14,12,72,0,19
F01F1.1b,0,0,0,0,0,0,0,0
Y75B8A.22.2,0,0,0,0,0,0,0,0
Y75B8A.22.1,493,592,547,541,375,945,148,322
F58E6.4,0,0,0,0,0,0,0,0
F25D7.2.1,0,0,0,0,0,0,0,0
C09G5.8c,0,0,0,0,0,0,0,0
F25D7.2.2,42,67,90,73,11,134,0,89
Y57G11C.1143d,0,0,0,0,0,0,0,0
Y57G11C.1143a,0,0,0,0,0,0,0,0
Y57G11C.1143c,0,0,0,0,0,0,0,0
Y57G11C.1143b,0,0,0,0,0,0,0,0
F07H5.5a,0,0,0,0,0,0,0,0
F18A12.4d,0,0,0,0,0,0,0,0
F18A12.4b,0,0,0,0,0,0,0,0
F18A12.4c,0,0,0,0,0,0,0,0
F18A12.4a,0,0,0,0,0,9,0,0
D1086.11b.2,0,0,0,0,0,0,0,0
Y51H4A.455,0,0,0,0,0,0,0,0
B0513.11,0,0,0,0,0,0,0,3
B0513.12,0,0,0,0,0,0,0,0
B0513.13,0,0,0,0,0,0,0,0
F46F11.7.1,0,0,0,0,0,0,0,0
B0513.15,0,11,6,2,0,0,0,3
B0513.16,0,0,0,0,0,0,0,0
F46F11.7.2,0,0,0,0,0,0,0,0
B0513.18,0,0,0,0,0,0,0,0
B0513.19,0,0,0,0,0,0,0,0
F46F5.1a,0,0,0,0,0,0,0,0
F46F5.1b,0,0,0,0,0,0,0,0
C47E8.8c,0,0,0,0,0,0,0,0
C47E8.8b,0,0,0,0,0,0,0,0
C47E8.8a,4078,194,7719,4391,79,201,62,251
B0511.15,0,0,0,0,0,0,0,0
T17H7.4j,0,0,0,0,0,0,0,0
T17H7.4i,0,0,0,0,0,0,0,0
T17H7.4h,0,0,0,0,0,0,0,0
C01G8.9d,644,1246,488,775,356,1135,275,629
C01G8.9e,0,0,0,0,0,0,0,0
T17H7.4e,0,0,0,0,0,0,0,0
C01G8.9a,0,0,0,0,0,0,0,0
C01G8.9b,0,0,0,0,0,0,0,0
B0511.19,294,482,400,143,170,756,0,723
ZK617.1i.3,0,0,0,0,0,0,0,0
ZK617.1i.2,0,0,0,0,0,0,0,0
ZK617.1i.1,0,0,0,0,0,0,0,0
Y6G8.5b,0,0,0,0,0,0,0,0
Y105C5A.747,0,0,0,0,0,0,0,0
Y105C5A.744,0,12,2,0,0,0,1,2
Y6G8.5a,0,0,3,0,4,0,0,4
Y69F12A.2b.2,0,5,0,0,11,69,0,26
Y105C5A.743,0,0,0,0,0,0,0,0
F12F6.14,0,0,0,0,0,0,0,0
Y69F12A.2b.1,0,0,0,0,0,0,0,0
C35D6.78,0,6,0,0,0,0,1,0
T26C5.4,0,0,0,0,0,0,0,0
F46F5.16,0,0,0,0,0,0,0,0
T26C5.6,0,0,0,0,0,11,0,0
T26C5.1,0,0,0,0,0,0,0,0
F46F5.11,0,0,0,0,0,0,0,0
F46F5.12,0,0,0,0,0,0,0,0
Y105C5A.749,0,0,0,0,0,0,0,0
ZK858.6a.1,0,0,0,0,0,0,0,0
ZK858.6a.2,68,179,69,139,58,129,0,166
K05B2.5a.1,0,0,0,0,0,0,0,0
R12E2.9.2,0,0,0,0,0,0,0,32
R12E2.9.1,0,0,0,0,0,0,0,0
R05D3.12d.1,0,0,0,0,0,0,0,45
R05D3.12d.2,0,0,0,0,0,0,0,0
F12F6.15,0,0,0,0,0,0,0,0
C10A4.10,0,0,0,0,0,0,0,0
T09B4.14,0,0,0,0,0,0,0,0
Y43H11AL.2b.1,0,0,0,0,0,0,0,0
Y43H11AL.2b.2,0,0,0,0,0,0,0,0
T09B4.15,0,0,0,0,0,0,0,0
F56E10.2b.2,0,0,0,0,0,0,0,0
C10C6.12,0,0,0,0,0,0,0,0
F56E10.2b.1,0,0,0,0,0,0,0,0
D2085.6,76,152,98,60,0,235,0,69
Y47H9A.3,6,2,2,1,2,4,2,1
D2085.4,0,25,30,0,0,0,0,0
F18C12.4,0,0,0,0,0,0,0,0
D2085.2,0,0,0,0,0,0,0,0
D2085.3,468,846,792,165,58,369,0,245
Y47H9A.4,6,2,2,1,2,4,2,1
D2085.1,93,452,282,105,709,2081,208,1023
F23B2.8,0,0,0,0,0,0,0,0
F23B2.9,0,0,0,0,0,0,0,0
F47G4.11,0,0,0,0,0,0,0,0
F47G4.10,0,0,0,0,0,0,0,0
F47G4.13,0,0,0,0,0,0,0,0
F47G4.12,0,0,0,0,0,0,0,0
F49D11.10.1,342,584,410,403,238,570,144,610
Y53H1C.10,0,0,0,0,0,0,0,0
T21H8.11,0,0,0,0,0,0,0,0
F49D11.10.2,0,0,0,0,0,0,0,0
Y73B6BL.80,0,0,0,0,0,0,0,0
T04C12.6.4,0,0,0,0,0,0,0,0
T04C12.6.2,13,54,23,24,2,54,8,21
T04C12.6.3,0,0,0,0,0,0,0,0
T04C12.6.1,0,0,0,0,0,0,0,0
Y65B4A.7a,1658,3804,2514,1735,0,1623,0,1018
Y65B4A.7b,0,0,0,0,0,0,0,0
Y54G2A.39b,0,0,0,0,0,0,0,0
Y54G2A.39c,13,3,30,7,0,70,0,18
Y54G2A.39a,0,0,0,0,0,0,0,0
C18D4.2a,11,33,24,16,284,1429,413,821
C18D4.2b,0,0,0,0,0,0,0,0
C10A4.13,0,0,0,0,0,0,0,0
Y53H1C.1a,102,235,147,103,146,391,40,270
Y53H1C.1b,0,0,0,0,0,0,0,0
F54E4.17,0,0,0,0,0,0,0,0
F54E4.16,0,0,0,0,0,0,0,0
F54E4.15,0,0,0,0,0,0,0,0
F54E4.14,0,0,0,0,0,0,0,0
F54E4.13,4,20,15,0,4,23,0,6
Y32G9A.8b.1,0,0,0,0,0,0,0,0
Y32G9A.8b.2,56,82,69,138,100,363,37,172
Y57G11C.1038,0,0,0,0,0,0,0,0
Y57G11C.1037,0,0,0,0,0,0,0,0
Y57G11C.1036,0,0,0,0,0,0,0,2
Y7A5A.t5,2,18,9,7,6,26,6,9
Y7A5A.t4,7,26,6,8,0,33,6,8
Y57G11C.1033,0,0,1,0,0,0,0,0
Y7A5A.t2,0,0,0,0,0,0,1,0
Y7A5A.t1,1,4,2,0,0,1,0,0
Y57G11C.1030,0,0,0,0,0,0,0,0
T28D6.t2,17,51,16,6,5,15,11,22
Y113G7B.18b.1,376,551,393,373,275,803,48,513
Y113G7B.18b.2,0,0,0,0,0,0,0,0
T28D6.t1,18,48,11,16,9,17,6,16
F40F4.5,1,0,10,0,0,3,0,2
F40F4.7,71,125,115,66,196,664,45,297
F40F4.9,0,0,0,0,0,0,0,0
F40F4.8,0,0,0,0,0,0,0,0
F32B6.4,0,15,27,0,14,34,0,13
F32B6.5,71,66,169,16,69,233,0,23
F32B6.6,51,108,75,50,53,155,18,110
F32B6.7,0,0,0,0,0,0,0,0
F32B6.1,0,0,0,0,0,0,0,0
T10F2.3,336,923,604,634,244,984,39,677
F26D12.20,0,0,0,0,0,0,0,0
F32B6.9,81,45,55,47,134,86,23,129
T19F4.8,0,0,0,0,0,0,0,0
Y54G2A.41,0,0,0,0,0,0,0,0
Y57G11C.450,7,21,18,5,10,15,0,3
ZK616.6a,0,41,147,102,0,7,0,14
ZK616.6b,0,0,0,0,0,0,0,0
Y50E8A.9c,0,0,0,0,0,0,0,0
Y57G11C.457,0,0,0,0,0,0,0,0
F26D12.23,0,0,0,0,0,0,0,0
Y50E8A.9a,175,121,225,110,38,40,22,48
F55F10.3,0,0,0,13,0,0,0,0
Y57G11C.455,0,0,0,0,0,0,0,0
F41H10.3e,14,81,37,37,0,32,0,61
T10F2.5,0,0,0,52,0,102,0,0
F41H10.3a,0,0,0,0,0,0,0,0
F41H10.3b,0,0,0,0,0,0,0,0
T07D1.7a,0,2,0,0,6,0,0,1
C45B2.4a.1,0,0,0,0,0,0,0,0
T07D1.7b,0,0,0,0,0,0,0,0
T13F2.8b,0,0,0,0,0,0,0,0
T13F2.8a,0,0,0,0,0,7,0,0
B0399.t10,0,0,0,0,0,0,0,0
T28D6.5d.1,0,0,0,0,0,0,0,0
B0361.11,0,0,9,0,7,11,5,7
F28D1.18,0,0,0,0,0,0,0,0
T28D6.5d.2,7,0,0,0,0,0,0,0
F28D1.16,0,0,0,0,0,0,0,0
F28D1.17,0,0,0,0,0,0,0,0
F28D1.14,0,0,0,0,0,0,0,0
F28D1.15,0,2,2,1,0,0,0,4
F28D1.12,0,0,0,0,0,0,0,0
F28D1.13,4,0,0,2,0,0,0,9
Y113G7A.4a.1,0,0,0,0,0,0,0,0
Y71D11A.1,1301,2179,1370,1304,7194,26445,2481,8965
C36E8.11,0,0,0,0,10,0,0,0
Y71D11A.2,12,22,22,32,0,63,0,44
E04A4.4b.2,307,426,340,314,106,277,63,220
Y71D11A.7,1,0,1,4,13,10,0,0
E04A4.4b.1,0,0,0,0,0,0,0,0
F41H10.34,0,0,1,3,3,0,0,0
Y71D11A.8,0,0,0,0,0,0,0,0
F41H10.36,2,13,6,2,6,11,6,4
F41H10.37,10,7,16,34,27,64,0,38
F41H10.30,0,0,0,0,0,0,0,0
T14G8.2,0,0,0,0,0,0,0,0
F41H10.32,0,0,0,0,0,0,0,0
F41H10.33,0,0,0,0,0,0,0,0
ZK616.64,0,0,0,0,0,0,0,0
R12E2.7.1,0,0,0,0,0,0,0,0
R12E2.7.2,0,0,0,0,0,0,0,0
Y38F1A.9,0,0,0,0,0,0,0,0
ZK616.60,0,0,0,0,0,0,0,0
ZK616.61,0,0,0,0,0,0,0,0
ZK616.62,0,0,0,0,0,0,0,0
ZK616.63,0,0,0,0,0,0,0,0
Y105C5B.623,0,0,0,0,0,0,0,0
C34F6.18,0,0,0,0,0,0,0,0
F58F9.6b,0,3,0,3,0,0,0,0
C34F6.16,0,0,0,0,0,0,0,0
C34F6.15,0,0,0,0,0,0,0,0
F58F9.6a,0,0,0,0,0,0,0,0
C34F6.13,0,0,0,0,0,0,0,0
C34F6.12,0,0,0,0,0,0,0,0
C34F6.11,0,0,0,0,0,0,0,0
C34F6.10,0,0,0,0,0,0,0,7
Y23H5A.4b,0,0,0,0,0,0,0,0
T05A7.4.1,0,0,0,0,0,0,0,0
T05A7.4.2,3885,5729,3986,2925,5248,12569,3067,7896
T02C5.3b,0,0,0,0,0,0,0,0
D2007.2c,0,0,0,0,0,0,0,0
C07E3.3a,0,0,0,0,0,0,0,0
B0350.2e.2,0,0,0,0,0,0,0,0
B0350.2e.1,0,0,0,0,0,0,0,0
D2007.2b,0,0,0,0,0,0,0,0
K07E8.7b,0,0,0,0,0,0,0,0
K07E8.7c,0,0,0,0,0,0,0,0
K07E8.7a,0,0,97,62,64,0,0,139
C24D10.21,0,0,0,0,0,0,0,0
C24D10.20,0,0,0,0,0,1,0,0
C24D10.23,0,0,0,0,0,0,0,0
C24D10.22,0,0,0,0,0,0,0,0
C24D10.25,0,0,0,0,0,0,0,0
C24D10.24,0,0,0,0,0,0,0,0
C24D10.27,0,4,0,0,0,0,0,0
C24D10.26,0,0,0,0,0,0,0,0
F49E10.11,5,6,3,1,0,0,0,0
C24D10.28,0,0,0,0,0,0,0,0
F49E10.13,0,0,0,0,0,0,0,2
F49E10.12,0,0,0,0,0,0,0,0
C50H2.13,0,0,0,0,0,0,0,0
F49E10.14,0,0,0,0,0,0,0,0
F49E10.17,0,0,0,0,0,0,0,0
F49E10.16,0,0,0,0,0,0,0,0
T01G6.9,0,0,0,0,0,0,0,0
T01G6.3,0,0,0,0,0,0,0,0
T01G6.1,0,0,0,0,0,0,0,0
D2007.2d,0,0,0,0,0,0,0,0
T01G6.7,0,0,0,0,0,0,0,0
T01G6.5,0,0,0,0,0,0,0,0
T01G6.4,0,0,0,0,0,0,0,0
H25K10.32,0,0,0,0,0,0,0,0
C54D1.8,0,0,0,0,0,0,0,0
T06D8.10,0,24,13,13,76,121,0,43
C54D1.4,0,0,0,10,0,0,0,0
C54D1.5,9,24,74,37,0,207,0,108
C54D1.6,0,0,0,0,0,0,0,0
C54D1.7,0,0,0,0,0,0,0,0
C54D1.1,0,0,0,0,0,0,0,0
C54D1.2,0,0,0,0,0,0,0,0
Y105C5A.t1,6,2,1,1,0,3,0,1
F56E10.1a,0,0,0,0,0,0,0,0
F56E10.1b,291,588,299,340,133,493,50,481
H25K10.37,4,5,2,4,1,3,0,1
C08E3.5,0,0,0,0,0,0,0,0
H25K10.36,0,0,0,0,0,0,0,0
C50H2.1b,0,0,0,0,0,0,0,0
C50H2.1a,0,0,0,0,0,0,0,0
F54C8.5,86,283,75,110,43,181,0,118
F56C9.7,0,0,0,0,0,0,0,0
F56C9.5,0,0,0,0,0,0,0,0
F54C8.1,0,62,9,15,0,33,0,33
F56C9.1,43,58,75,72,20,108,7,46
D2030.11.1,0,0,0,0,0,0,0,0
E03G2.3,0,0,0,0,0,0,0,0
F54C8.9,3,6,3,4,1,6,1,4
F54C8.8,0,2,0,1,1,4,0,3
F56C9.8,21,52,38,31,19,52,20,54
C37H5.16,3,5,6,3,3,0,0,6
C16E9.23,0,0,0,0,0,0,0,0
C23H3.2b,0,28,15,17,24,83,0,70
Y55F3BR.4b,0,0,0,0,0,0,0,0
C39D10.18b,0,0,0,0,0,0,0,0
F14F11.1h,780,3172,3341,2151,509,2423,33,1037
H32C10.1c,0,0,0,0,0,0,0,0
H32C10.1b,1,17,6,1,0,6,8,22
H32C10.1a,0,0,0,0,0,0,0,0
Y12A6A.1,0,0,0,0,0,0,0,0
F14F11.1c,0,0,0,0,0,0,0,0
F14F11.1b,0,0,0,0,0,0,0,0
F14F11.1e,0,0,0,0,0,0,0,0
F14F11.1d,0,4,0,4,0,15,0,0
F14F11.1g,149,44,0,128,0,0,0,4
F14F11.1f,0,2,0,0,0,0,0,0
F20E11.6,0,0,0,0,0,0,0,0
C37C3.1a,0,0,0,0,0,0,0,0
F22H10.9,2,3,0,0,0,3,0,0
F45E1.2,0,0,0,0,0,8,0,0
F45E1.4,0,0,0,0,0,0,0,0
W05G11.6c.2,0,0,0,0,0,0,0,0
W05G11.6c.1,0,0,0,0,0,0,0,0
F45E1.8,0,0,0,0,0,0,0,0
F45E1.9,0,0,0,0,0,0,0,0
Y51H4A.702,0,0,0,0,0,0,0,0
Y47G6A.2.2,50,161,50,94,31,389,0,104
F18A11.11,0,0,0,0,0,0,0,0
F18A11.12,5,20,23,6,0,19,0,2
Y47G6A.2.1,0,0,0,0,0,0,0,0
H32C10.17,5,4,0,2,0,0,0,0
Y102A5C.10,0,0,0,0,285,589,0,292
H32C10.15,0,13,4,2,3,6,0,2
H32C10.14,0,0,0,0,0,0,0,0
H32C10.13,0,0,0,0,0,0,0,0
H32C10.12,0,0,0,0,0,0,0,0
H32C10.11,0,0,0,0,0,0,0,0
H32C10.10,0,0,0,0,0,0,0,0
Y71A12C.1,0,0,0,0,0,0,0,0
Y105C5B.921,0,0,0,0,0,0,0,0
Y71A12C.3,0,0,0,0,0,0,0,0
Y71A12C.2,0,0,0,0,0,0,0,0
Y102A5C.12,0,0,2,0,679,1626,44,679
H32C10.19,0,0,0,0,0,0,0,0
H32C10.18,0,0,0,0,0,0,0,0
C16H3.5,0,0,0,0,5,2,0,0
C09D8.9,0,0,0,0,0,0,0,0
C09D8.8,0,0,0,2,0,0,0,0
Y105C5B.923,0,0,0,0,0,0,0,0
C16H3.2,0,0,0,0,0,0,0,0
Y57G11C.144,0,0,2,3,0,10,2,5
C09D8.3,0,0,0,0,0,0,0,0
C09D8.2,0,0,0,0,0,0,0,0
F58F9.4,0,0,0,0,0,0,0,0
F28A10.11,0,0,0,0,0,0,0,0
C09D8.7,0,0,0,2,0,0,0,0
C09D8.6,0,0,0,0,0,0,0,0
C09D8.5,0,0,0,0,0,0,0,0
F56B3.11b,133,115,175,126,76,239,29,171
Y51H4A.72,0,0,0,0,0,0,0,0
Y51H4A.73,0,0,0,0,0,0,0,0
Y51H4A.70,0,0,0,0,0,0,0,0
Y57G11C.146,0,0,0,0,0,0,0,0
Y51H4A.76,0,0,0,0,0,0,0,0
F56B3.11a,0,0,0,0,0,0,0,0
Y51H4A.74,0,0,0,0,0,0,0,0
Y51H4A.75,0,0,0,0,0,0,0,0
Y57G11C.141,0,0,0,0,0,0,0,0
Y51H4A.78,0,0,0,0,0,0,0,0
Y51H4A.79,62,172,109,59,65,192,23,110
Y57G11C.140,0,0,0,0,0,0,0,0
T28A11.22,0,0,0,0,0,0,0,0
C37A2.4b,0,0,0,0,0,0,0,0
Y57G11C.143,0,0,0,0,0,0,0,0
T01B6.3b,0,0,0,0,0,0,0,0
C37A2.4a,365,772,429,475,296,891,338,581
R12C12.6a,28,155,89,43,56,192,0,114
Y57G11C.142,0,0,0,0,0,0,0,0
T05D4.4a,0,0,0,0,0,0,0,0
T28A11.23,0,0,0,0,0,0,0,0
ZK112.1.2,6,0,0,0,0,34,0,0
Y71H9A.9,0,0,0,0,0,0,0,0
Y57G11C.390,0,0,0,0,0,0,0,0
C54H2.3,29,32,32,37,135,246,44,133
Y71H9A.1,42,50,29,15,97,197,23,116
Y71H9A.7,0,0,0,0,0,0,0,0
Y71H9A.6,0,0,2,3,0,0,0,0
Y71H9A.5,0,0,2,0,0,0,0,0
Y71H9A.4,2,5,0,5,3,9,2,2
C18D1.16,0,0,0,0,0,0,0,0
C18D1.17,0,0,0,0,0,0,0,0
C18D1.14,0,0,0,0,0,0,0,0
C18D1.15,0,0,0,0,0,0,0,0
C18D1.12,0,0,0,0,0,0,0,0
C18D1.13,0,0,0,0,0,0,0,0
C18D1.10,0,0,0,0,0,0,0,0
C18D1.11,0,0,0,0,0,0,0,0
Y4C6B.28,0,0,0,0,0,0,0,0
R10E4.11c,0,0,0,0,0,0,0,0
Y59H11AR.3,0,0,0,0,0,0,0,0
C18D1.18,0,0,0,0,0,0,0,0
C18D1.19,0,0,0,0,0,0,0,0
F13G11.96,0,0,0,0,0,0,0,0
Y65A5A.19,0,0,0,0,0,0,0,0
Y65A5A.18,0,0,0,0,0,0,0,0
C33A11.1.1,0,0,0,0,0,0,0,0
Y111B2A.18.4,0,0,0,0,0,0,0,0
Y111B2A.18.5,0,0,0,0,0,0,0,0
Y65A5A.11,0,0,0,0,0,0,0,0
Y65A5A.10,0,0,0,0,0,0,0,0
Y65A5A.17,0,0,0,0,0,0,0,0
Y111B2A.18.1,0,0,0,0,0,0,0,0
Y111B2A.18.2,1538,2176,2163,1194,1471,2768,397,1783
Y111B2A.18.3,0,0,0,122,50,393,0,259
C49C8.2,0,0,0,0,0,0,0,0
C49C8.3,0,0,0,0,0,22,0,0
B0454.18,0,0,0,0,0,0,0,0
C49C8.1,0,0,0,0,0,0,0,0
C49C8.6,0,0,0,0,0,0,0,0
C49C8.7,0,0,0,0,0,0,0,0
C15H9.9.2,0,0,0,0,0,0,0,0
B0454.12,0,0,0,0,0,0,0,0
Y54G2A.45a.1,0,0,0,0,0,0,0,0
C49C8.8,0,0,0,0,0,0,0,0
Y105C5B.59,0,0,0,0,0,0,0,0
B0454.16,0,0,0,0,0,0,0,0
B0454.17,0,0,0,0,0,0,0,0
B0454.14,0,0,0,0,0,0,0,0
B0454.15,0,0,0,0,0,0,0,0
Y51H4A.701,0,0,0,0,0,0,0,0
F32D8.8,0,0,0,0,0,0,0,0
F32D8.9,0,0,0,0,0,0,0,5
F32D8.4,0,0,59,43,33,70,0,0
F32D8.6,35,104,0,0,64,105,0,71
C54H2.8,0,0,0,0,0,0,0,0
F32D8.1,0,0,0,0,0,0,0,0
F32D8.2,0,0,0,0,0,0,0,0
F32D8.3,8,0,0,0,0,0,0,0
T28H11.4b,0,0,0,0,0,0,0,0
T28H11.4a,273,484,133,233,206,791,235,567
C15H9.9.3,0,0,0,0,0,0,0,0
W02A2.11,0,0,0,0,0,0,0,0
Y65A5A.1b,0,0,0,0,0,0,0,0
Y65A5A.1a,0,0,0,0,0,0,0,0
Y105C5B.53,0,0,0,0,0,0,0,0
T09D3.4,0,0,0,0,0,0,0,0
C30H6.1i,0,0,0,0,0,0,0,0
Y50D4A.11b,0,0,0,0,0,0,0,0
Y18D10A.16.2,31,126,97,59,42,198,15,108
Y18D10A.16.1,0,0,0,0,0,0,0,0
T21H8.2,0,0,0,0,0,0,0,0
F22F1.1,486,884,718,441,1782,4998,199,2238
W01A11.19,0,0,0,0,0,0,0,0
W01A11.18,0,0,0,0,0,10,0,0
T12A2.1,0,0,0,0,16,0,0,1
C48A7.1a,0,0,0,0,0,0,0,0
C48A7.1b,0,0,0,0,0,0,0,0
F22F1.7,5,10,4,0,0,5,0,4
Y105C5A.265,0,0,0,0,0,0,0,0
Y105C5A.264,1,0,4,2,0,1,0,2
W01A11.11,0,0,0,0,0,0,0,0
Y105C5A.266,0,0,0,0,0,0,0,0
T12A2.9,0,0,0,0,0,0,0,0
W01A11.16,0,0,0,0,0,0,0,0
Y105C5A.263,3,4,4,3,0,0,0,0
W01A11.14,0,0,0,0,0,0,0,0
Y45F10D.56,0,5,0,1,0,0,0,0
Y45F10D.57,0,0,0,0,0,0,0,0
Y45F10D.54,0,0,0,0,0,0,0,0
Y45F10D.55,0,0,0,0,0,7,0,0
Y45F10D.52,4,5,3,3,0,4,0,0
Y45F10D.53,0,0,0,0,0,0,0,0
Y45F10D.50,0,0,0,0,0,0,0,0
Y45F10D.51,0,0,0,6,0,0,0,0
Y57G11C.395,0,0,0,0,0,0,0,0
Y45F10D.58,0,0,0,0,0,0,0,0
Y45F10D.59,0,0,0,0,0,0,0,0
C37C3.14,0,0,0,0,0,0,0,0
Y102A11A.7,0,0,0,0,0,0,0,0
F42G10.t1,0,1,0,3,1,0,0,4
C37C3.15,2,6,0,10,0,0,0,0
Y41E3.11c,0,0,0,0,0,0,0,0
Y41E3.11e,0,0,0,0,0,0,0,0
Y41E3.11d,0,0,0,0,0,0,0,0
T25B9.3b,0,0,0,0,0,0,0,0
C48A7.14,0,0,0,0,0,0,0,2
R06C1.1.1,151,131,95,168,63,133,40,257
R06C1.1.2,0,0,0,0,0,0,0,0
C33A12.16,0,0,0,0,0,0,0,0
C48A7.10,0,0,0,0,0,0,0,0
C48A7.11,0,0,0,0,0,0,0,0
C48A7.12,0,0,0,0,0,0,0,0
C48A7.13,0,0,0,0,0,0,0,0
Y41E3.220,0,0,0,0,0,0,0,0
W01A11.1b,0,0,0,0,0,0,0,0
W01A11.1a,0,0,0,23,0,58,0,48
F10A3.7,0,0,0,0,0,0,0,0
F10A3.1,0,0,0,0,0,0,0,0
F10A3.2,0,0,0,0,0,0,0,0
T15B12.t1,9,17,10,1,6,10,0,3
C33A12.13,0,0,0,0,0,0,0,0
F25D7.6,0,0,0,0,0,0,0,0
